Date,Value
09-20-1985,6725.0
09-21-1985,6706.25
09-22-1985,6740.62
09-23-1985,6740.62
09-24-1985,6787.5
09-25-1985,6737.5
09-26-1985,6756.25
09-27-1985,6759.38
09-28-1985,6684.38
09-29-1985,6712.5
09-30-1985,6681.25
10-01-1985,6650.0
10-02-1985,6684.38
10-03-1985,6678.12
10-04-1985,6703.12
10-05-1985,6731.25
10-06-1985,6759.38
10-07-1985,6746.88
10-08-1985,6781.25
10-09-1985,6809.38
10-10-1985,6828.12
10-11-1985,6815.62
10-12-1985,6881.25
10-13-1985,6868.75
10-14-1985,6853.12
10-15-1985,6806.25
10-16-1985,6775.0
10-17-1985,6912.5
10-18-1985,6968.75
10-19-1985,6978.12
10-20-1985,6996.88
10-21-1985,7006.25
10-22-1985,7043.75
10-23-1985,7037.5
10-24-1985,7056.25
10-25-1985,7109.38
10-26-1985,7103.12
10-27-1985,7237.5
10-28-1985,7225.0
10-29-1985,7206.25
10-30-1985,7206.25
10-31-1985,7340.62
11-01-1985,7337.5
11-02-1985,7346.88
11-03-1985,7440.62
11-04-1985,7359.38
11-05-1985,7343.75
11-06-1985,7375.0
11-07-1985,7412.5
11-08-1985,7428.12
11-09-1985,7321.88
11-10-1985,7300.0
11-11-1985,7350.0
11-12-1985,7325.0
11-13-1985,7303.12
11-14-1985,7434.38
11-15-1985,7543.75
11-16-1985,7625.0
11-17-1985,7618.75
11-18-1985,7671.88
11-19-1985,7815.62
11-20-1985,8003.12
11-21-1985,7900.0
11-22-1985,7928.12
11-23-1985,8031.25
11-24-1985,8025.0
11-25-1985,8021.88
11-26-1985,7990.62
11-27-1985,8021.88
11-28-1985,7968.75
11-29-1985,7959.38
11-30-1985,7915.62
12-01-1985,7878.12
12-02-1985,7878.12
12-03-1985,7971.88
12-04-1985,7815.62
12-05-1985,7743.75
12-06-1985,7700.0
12-07-1985,7562.5
12-08-1985,7625.0
12-09-1985,7687.5
12-10-1985,7690.62
12-11-1985,7709.38
12-12-1985,7693.75
12-13-1985,7725.0
12-14-1985,7659.38
12-15-1985,7690.62
12-16-1985,7659.38
12-17-1985,7790.62
12-18-1985,7884.38
12-19-1985,7878.12
12-20-1985,7843.75
12-21-1985,7893.75
12-22-1985,7996.88
12-23-1985,8100.0
12-24-1985,8021.88
12-25-1985,7884.38
12-26-1985,7862.5
12-27-1985,7921.88
12-28-1985,7962.5
12-29-1985,7962.5
12-30-1985,8040.62
12-31-1985,8140.62
01-01-1986,8171.88
01-02-1986,8221.88
01-03-1986,8237.5
01-04-1986,8325.0
01-05-1986,8625.0
01-06-1986,8656.25
01-07-1986,8725.0
01-08-1986,8950.0
01-09-1986,9034.38
01-10-1986,9159.38
01-11-1986,9200.0
01-12-1986,9000.0
01-13-1986,8968.75
01-14-1986,8934.38
01-15-1986,9231.25
01-16-1986,9284.38
01-17-1986,9306.25
01-18-1986,9221.88
01-19-1986,9256.25
01-20-1986,9206.25
01-21-1986,9121.88
01-22-1986,9162.5
01-23-1986,9193.75
01-24-1986,9156.25
01-25-1986,9268.75
01-26-1986,9265.62
01-27-1986,9337.5
01-28-1986,9584.38
01-29-1986,9809.38
01-30-1986,9740.62
01-31-1986,9815.62
02-01-1986,9734.38
02-02-1986,9559.38
